Project Name,Package Name,Class Name,Class Type,Class Visibility,Is Abstract,Is Static,Is Final,Is Interface,Extends,Implements,Children,Fields,Methods,Overrides,Static Methods,final Methods , Abstract Methods, Association, Aggregation, Delegation, Composition, Instantiation, API
servicecomb-java-chassis-master,org.apache.servicecomb.config.center.client,ConfigCenterAddressManager,1,1,0,0,0,false,AbstractAddressManager ,0 ,0 ,,normalizeUri{ Params : String Returns : String} onRefreshEndpointEvent{ Params : RefreshEndpointEvent Returns : void} ,normalizeUri ,,,,,,,,URLEndPoint ,: , event, RefreshEndpointEvent.CONFIG_CENTER_NAME
servicecomb-java-chassis-master,org.apache.servicecomb.config.center.client,ConfigCenterClient,1,1,0,0,0,false,0 ,ConfigCenterOperation ,0 ,LOGGER: Logger DEFAULT_APP_SEPARATOR: String DEFAULT_SERVICE_SEPARATOR: String REVISION: String APPLICATION_CONFIG: String DARK_LAUNCH: String httpTransport: HttpTransport addressManager: ConfigCenterAddressManager ,queryConfigurations{ Params : QueryConfigurationsRequest Returns : QueryConfigurationsResponse} buildDimensionsInfo{ Params : QueryConfigurationsRequest,boolean Returns : String} buildDarkLaunchDimensionsInfo{ Params : QueryConfigurationsRequest Returns : String} ,queryConfigurations ,,,,ConfigCenterOperation ,ConfigCenterAddressManager ,,ConfigCenterAddressManager ,QueryConfigurationsResponse HashMap HashMap HttpRequest TypeReference OperationException OperationException OperationException ,request: 
servicecomb-java-chassis-master,org.apache.servicecomb.config.center.client,ConfigCenterManager,1,1,0,0,0,false,AbstractTask ,0 ,PollConfigurationTask ,LOGGER: Logger configCenterClient: ConfigCenterClient eventBus: EventBus queryConfigurationsRequest: QueryConfigurationsRequest configConverter: ConfigConverter configCenterConfiguration: ConfigCenterConfiguration ,setQueryConfigurationsRequest{ Params : QueryConfigurationsRequest Returns : void} startConfigCenterManager{ Params :  Returns : void} execute{ Params :  Returns : void} ,execute ,,,,,ConfigCenterConfiguration ,,ConfigCenterConfiguration ,PollConfigurationTask BackOffSleepTask PollConfigurationTask BackOffSleepTask PollConfigurationTask ,this: , new PollConfigurationTask(0)
servicecomb-java-chassis-master,org.apache.servicecomb.config.center.client,PollConfigurationTask,3,0,0,0,0,false,AbstractTask ,0 ,PollConfigurationTask ,failCount: int ,setQueryConfigurationsRequest{ Params : QueryConfigurationsRequest Returns : void} startConfigCenterManager{ Params :  Returns : void} execute{ Params :  Returns : void} ,execute ,,,,Task ,,,,BackOffSleepTask PollConfigurationTask BackOffSleepTask PollConfigurationTask ,: , new BackOffSleepTask(failCount + 1, new PollConfigurationTask(failCount + 1))
servicecomb-java-chassis-master,org.apache.servicecomb.config.center.client,ConfigCenterOperation,2,1,0,0,0,true,AbstractTask ,0 ,0 ,,queryConfigurations{ Params : QueryConfigurationsRequest Returns : QueryConfigurationsResponse} ,,,,,,,,,,: , new BackOffSleepTask(failCount + 1, new PollConfigurationTask(failCount + 1))
servicecomb-java-chassis-master,org.apache.servicecomb.config.center.client.model,ConfigCenterConfiguration,1,1,0,0,0,false,0 ,0 ,0 ,refreshIntervalInMillis: long ,getRefreshIntervalInMillis{ Params :  Returns : long} setRefreshIntervalInMillis{ Params : long Returns : ConfigCenterConfiguration} ,,,,,,long ,,long ,,: , new BackOffSleepTask(failCount + 1, new PollConfigurationTask(failCount + 1))
servicecomb-java-chassis-master,org.apache.servicecomb.config.center.client.model,QueryConfigurationsRequest,1,1,0,0,0,false,0 ,0 ,0 ,environment: String application: String serviceName: String version: String revision: String ,getEnvironment{ Params :  Returns : String} setEnvironment{ Params : String Returns : QueryConfigurationsRequest} getApplication{ Params :  Returns : String} setApplication{ Params : String Returns : QueryConfigurationsRequest} getServiceName{ Params :  Returns : String} setServiceName{ Params : String Returns : QueryConfigurationsRequest} getVersion{ Params :  Returns : String} setVersion{ Params : String Returns : QueryConfigurationsRequest} getRevision{ Params :  Returns : String} setRevision{ Params : String Returns : QueryConfigurationsRequest} ,,,,,,String ,,String ,,: , new BackOffSleepTask(failCount + 1, new PollConfigurationTask(failCount + 1))
servicecomb-java-chassis-master,org.apache.servicecomb.config.center.client.model,QueryConfigurationsResponse,1,1,0,0,0,false,0 ,0 ,0 ,revision: String changed: boolean configurations: Map<String, Object> ,getRevision{ Params :  Returns : String} setRevision{ Params : String Returns : QueryConfigurationsResponse} isChanged{ Params :  Returns : boolean} setChanged{ Params : boolean Returns : QueryConfigurationsResponse} getConfigurations{ Params :  Returns : Map<String,Object>} setConfigurations{ Params : Map<String,Object> Returns : QueryConfigurationsResponse} ,,,,,,Map<String,Object> ,,Map<String,Object> ,,: , new BackOffSleepTask(failCount + 1, new PollConfigurationTask(failCount + 1))
servicecomb-java-chassis-master,org.apache.servicecomb.config.common,ConfigConverter,1,1,0,0,0,false,0 ,0 ,0 ,currentData: Map<String, Object> lastRawData: Map<String, Object> fileSources: List<String> ,getLastRawData{ Params :  Returns : Map<String,Object>} getCurrentData{ Params :  Returns : Map<String,Object>} updateData{ Params : Map<String,Object> Returns : Map<String,Object>} createFileSource{ Params : Object Returns : Map<String,Object>} propertiesToMap{ Params : Properties Returns : Map<String,Object>} ,,,,,,List<String> ,,List<String> ,HashMap HashMap YamlPropertiesFactoryBean ByteArrayResource HashMap ,result: , key, value
servicecomb-java-chassis-master,org.apache.servicecomb.config.common,ConfigurationChangedEvent,1,1,0,0,0,false,0 ,0 ,0 ,added: Map<String, Object> deleted: Map<String, Object> updated: Map<String, Object> changed: boolean complete: Map<String, Object> ,createIncremental{ Params : Map<String,Object>,Map<String,Object> Returns : ConfigurationChangedEvent} createIncremental{ Params : Map<String,Object>,Map<String,Object>,Map<String,Object>,boolean Returns : ConfigurationChangedEvent} getAdded{ Params :  Returns : Map<String,Object>} getUpdated{ Params :  Returns : Map<String,Object>} getDeleted{ Params :  Returns : Map<String,Object>} getComplete{ Params :  Returns : Map<String,Object>} isChanged{ Params :  Returns : boolean} ,,createIncremental createIncremental ,getAdded getUpdated getDeleted getComplete isChanged ,,,Map<String,Object> ,,Map<String,Object> ,HashMap HashMap HashMap ConfigurationChangedEvent ,ConfigurationChangedEvent: , itemsCreated, itemsModified, itemsDeleted, changed
servicecomb-java-chassis-master,org.apache.servicecomb.config.common.exception,OperationException,1,1,0,0,0,false,RuntimeException ,0 ,0 ,serialVersionUID: long ,,,,,,,,,,,null
servicecomb-java-chassis-master,org.apache.servicecomb.config.common,TestConfigurationChangedEvent,1,1,0,0,0,false,0 ,0 ,0 ,,testConfigurationChangedEvent{ Params :  Returns : void} ,,,,,,,,,HashMap HashMap ,event: 
servicecomb-java-chassis-master,org.apache.servicecomb.config.kie.client,KieClient,1,1,0,0,0,false,0 ,KieConfigOperation ,0 ,LOGGER: Logger httpTransport: HttpTransport revision: String addressManager: KieAddressManager kieConfiguration: KieConfiguration DEFAULT_KIE_API_VERSION: String ,queryConfigurations{ Params : ConfigurationsRequest Returns : ConfigurationsResponse} buildUrl{ Params : ConfigurationsRequest,String Returns : String} getConfigByLabel{ Params : KVResponse Returns : Map<String,Object>} processValueType{ Params : KVDoc Returns : Map<String,Object>} toMap{ Params : Properties Returns : Map<String,Object>} ,queryConfigurations ,,,,KieConfigOperation ,,,,HttpRequest ConfigurationsResponse OperationException OperationException OperationException StringBuilder HashMap OperationException Properties HashMap YamlPropertiesFactoryBean ByteArrayResource StringReader HashMap ,result: , key, value
servicecomb-java-chassis-master,org.apache.servicecomb.config.kie.client,KieConfigManager,1,1,0,0,0,false,AbstractTask ,0 ,PollConfigurationTask ,LOGGER: Logger LONG_POLLING_INTERVAL: long configKieClient: KieConfigOperation eventBus: EventBus configConverter: ConfigConverter configurationsRequests: List<ConfigurationsRequest> kieConfiguration: KieConfiguration ,firstPull{ Params :  Returns : void} onDataChanged{ Params :  Returns : void} initTaskPool{ Params : String Returns : void} startConfigKieManager{ Params :  Returns : void} execute{ Params :  Returns : void} ,initTaskPool execute ,,,,,KieConfiguration ,,KieConfiguration ,HashMap HashMap Thread PollConfigurationTask BackOffSleepTask PollConfigurationTask BackOffSleepTask PollConfigurationTask BackOffSleepTask PollConfigurationTask ,this: , new PollConfigurationTask(0, t)
servicecomb-java-chassis-master,org.apache.servicecomb.config.kie.client,PollConfigurationTask,3,0,0,0,0,false,AbstractTask ,0 ,PollConfigurationTask ,failCount: int configurationsRequest: ConfigurationsRequest ,firstPull{ Params :  Returns : void} onDataChanged{ Params :  Returns : void} initTaskPool{ Params : String Returns : void} startConfigKieManager{ Params :  Returns : void} execute{ Params :  Returns : void} ,initTaskPool execute ,,,,Task ,,,,BackOffSleepTask PollConfigurationTask BackOffSleepTask PollConfigurationTask BackOffSleepTask PollConfigurationTask ,: , new BackOffSleepTask(failCount + 1, new PollConfigurationTask(failCount + 1, this.configurationsRequest))
servicecomb-java-chassis-master,org.apache.servicecomb.config.kie.client,KieConfigOperation,2,1,0,0,0,true,AbstractTask ,0 ,0 ,,queryConfigurations{ Params : ConfigurationsRequest Returns : ConfigurationsResponse} ,,,,,,,,,,: , new BackOffSleepTask(failCount + 1, new PollConfigurationTask(failCount + 1, this.configurationsRequest))
servicecomb-java-chassis-master,org.apache.servicecomb.config.kie.client.model,ConfigConstants,1,1,0,0,0,false,0 ,0 ,0 ,LABEL_ENV: String LABEL_APP: String LABEL_SERVICE: String LABEL_VERSION: String STATUS_ENABLED: String KEY_PROJECT: String KEY_ENABLELONGPOLLING: String KEY_POLLINGWAITSEC: String ,,,,,,,,,,,null
servicecomb-java-chassis-master,org.apache.servicecomb.config.kie.client.model,ConfigurationsRequest,1,1,0,0,0,false,0 ,Comparable<ConfigurationsRequest> ,0 ,INITIAL_REVISION: String order: int revision: String withExact: boolean labelsQuery: String lastRawData: Map<String, Object> ,getOrder{ Params :  Returns : int} setOrder{ Params : int Returns : ConfigurationsRequest} getRevision{ Params :  Returns : String} setRevision{ Params : String Returns : ConfigurationsRequest} isWithExact{ Params :  Returns : boolean} setWithExact{ Params : boolean Returns : ConfigurationsRequest} getLabelsQuery{ Params :  Returns : String} setLabelsQuery{ Params : String Returns : ConfigurationsRequest} getLastRawData{ Params :  Returns : Map<String,Object>} setLastRawData{ Params : Map<String,Object> Returns : ConfigurationsRequest} compareTo{ Params : ConfigurationsRequest Returns : int} ,compareTo ,,,,Comparable ,Map<String,Object> ,,Map<String,Object> ,HashMap ,o: 
